سلام بنده سال عدد گوشی خریدم یکیش خودم الان ازش راضی مشکل خاصی برخورد نکردم ظرفیت باتری کمه ساعت همون ذوق قیمت موبایل عالیه مشکل بعدی نداشتن قابلیت اتصال اینترنت هستش میتونید خرید مدل ازش استفاده نداره بگم کیفیت دوربین یکسال سرعت افت الان نمیشه یه دوربین مقایسه جمله نقاط قوتش میتونم کیفیت مطلوب دوربین خرید سختافزار کاربری تولید جهانی اشاره توجه نقاط قوتش خرید دیجیکالا خاطر خدمات خوبش ممنونم ممنون دیجیکالا جون نظرتومهمه,1
گوشی عالیه بجز قیمت بخاطر گرون گوشی دارم گوشی یه سامسونگ خرید مدل مثبت حسگر انگشت ارتقا نرمافزاری گرفتن ساخت یه دیدم رنگ هدست هدیه خرید هست رنگ گوشی خریداری نداره رنگ رنگ مشابه گوشی تحویل میشد,1
خانواده گوشیهای داشتیم سامسونگ مثلا آیفون مدلهای مقابل ضربه افتادن دست حالت مقاوم خش توجه سامسونگ گرفتم افتادن دست ارتفاع گوشه ترک نشان مشکل طراحی تیز ضربه دوام صفحه,1
مجموع خرید گوشی راضی هستم کاربر حرفه باشین امکاناتش باشین احتمالا حرف منو میکنین ظاهر زیبایی داره نمیاره حسگر سرعت داره حسگر انگشت مشکلی نداشتم سرعت بهش عادت صوتی مشکل داره کار باهاش سخت میکنه میکنه بزرگترین نقطه ضعفش ضعیف باشه مقابل عمر باتری آیفون گوشیهای میاره امیدوارم سرعت کاهش نکنه کاش حافظه جانبی گوشی فروش خرید روز زودتر تحویل موقع موقع دستم,1
تجربه استفاده گوشی حرف باقی,1
دیجیکالا خرید راضیم گوشی ساعت حس میکنید اون ساعت براتون طبیعی میشه خوش دست هست نمیشه باهاش یه دستی کار سنسور انگشت راست گوشی دست چپ دست راست میکنن اینا گفتم تقریبا اینا چی عالیه,1
محصول خرید بودم گوشی قبلیم انصافا هیچی نداشت گوشی بگم صفحه نمایشش عالیه واقعا کار میکنه واقعا حرف نداره میده جمله برنامههای عالیه اندروید واقعا هاست رنگ واقعا میکنه زیباست اکثر متوجه عوض چشم استفاده میکنم نور هست کار نمیکنه ساعت گیر گرفتم عنوان دستگاه اعتماد راحت الکی قفل نمیشه میتونید گزینههای قفل هوشمند داره محل اعتماد قفل نشه داخل توصیه دوستان دارم همراه گوشی ساعت گیر هدفون بیسیم یو اینها دست کیف استفاده برنامه اطلاعات منتقل گوشی قبلیم وایرلس خونه شرکت جالب عکس شماره براحتی خوردن منتقل نیم ساعت کابل کشید دارم گوشی باشه مخصوصا کار امتحان نکردم فعلا بجز امتحان نکردم هدیه هاش بهتره بگم یو تایپ الان رابط کار نمیکنه فلش تایپ دیجیکالا موجوده همون کاور ساده گوشی جعبه اولیه استفاده میکنم اینها میکنم,1
فوقالعاده هستش اصلا نمیشه براش عیب ایرادی دیجیکالا بابت ممنون,1
گوشی حاضر رنج قیمت میشه خرید قصد داشتم صبر آیفون نظرم عوض اینو خرید واقعا راضیم ازش خاطر قلم خریدمش هفته کار باهاش نقطه ضعف مشکل ندیدم اگه کیفیت صدا الان هست فرق میکرد گرچه الانم خوبه راضی هستش راحتی میتونه کار سنگینی بیاد گیگ رم کاغذ اگه باهاش کار کنین متوجه بقیه گوشیهای رده سرعت میشین دیجیکالا بابت تحویل زودتر ممنونم,1
باسلام خرید روزه رسیده دستم چیش خوبه بجز قلم وگرنه رنگش داره تموم میشه واقعا امیدوارم دیجیکالا زودتر برام تعویض کنه,3
گوشی باکیفیت مشکلاتی دوستان اشاره نداشت صدای واضح گوشی نرم عمل میکنن جهت یکم خشک عمل میکنه قیمت دوربین داره ظاهرش خوبه,1
گوشی حافظه قسمت کمه موقع نوشتن اذیت میکنه راحت میشه پایینه لیست بلک لیست لیست رد کمه,2
موبایل خریدم راحت میشه باهاش لیست بلک لیست تماس بلک لیست کمه لیست تماس گوشی میز گوشی زنگ زده قطع ساعت شب زنگ زده لطفا داره نمیشه راحت سر گوشی اومده,2
نمیدونم چی اینو خریدم پشیمونم,3
سلام سال گوشی دارم روز کار میکنه هیچی الان روز روز بازار میاد نداره گوشی قوی هست,1
دارمش هنگ نکرده افتاده نگفته هیچی یه مزیت اینه سیم شارژش برخلاف بقیه ضعیفه,1
خریدش شک نکنید هنگ داره داغ میکنه عالیه هندزفری نداره وگرنه,1
باسلام گوشی دارم گوشی دم دستی خریدم مقرون ست نوشتم اینه دیروز گوشی ساعت لباسشویی اتوماتیک روز گذاشتم خشک کوچکترین مشکل روز روشن,1
گوشی وقت باهاش بازی نکنید زود میکنه داغ شدنش کلا گوشی کار باطریش ضعیفه گوشی سال عوضش زود خراب میشه,3
یه دونه گوشی سفارش دادم رنج قیمت گوشی هست,1
سلام تقریبا ماهی میشه گوشی خریدم خدا شکر عیب نداشته اذیت کنه ظاهری گوشی قشنگه همون میکنه توی قدرت جور بازی میکنه نگران قدرت عملکردش نباشید خودم بازیهای بازی کوچکترین مشکلی گوشی همون رابط کاربری رابط کاربری اپدیت میشه اپدیت قابلیت اضافه میتونید قدرت گوشی اجرای بازی کنترل اگه اون حالت بزارید بازی زمینه ساعت نگه میداره خوبیه توی دوربین واقعا امکانات داره شب نور میتونید حالت استفاده توی حالت عکسها نویز ثبت میشه پایه دارید توی روز خودتون عالیه رابط کاربری توی اپدیت گزینه بهش اضافه توی باطری میشه بد خوبه توی ساعت ده دقیقه شارژ میشه استفاده گوشی روز شارژ داره توی بازیهای ساعت بازی باطری درصد توی ساعت بازی درصد توی چیزش عالیه شک نکنید بخریدش اگه دوربین اهمیت پیشنهاد هست درضمن گوشی دیجیکالا خریدم بدستم اگه میخواید گوشی بخرید دیجیکالا بخرید ممنون گوشی,1
حتما خرید اون پیشنهاد میکنم عالیه,1
موبایل,1
اندروید براش اومده عالیه ارزش خرید داره,1
جنس بدنه ضعیف دوربین کیفیت طراحی ضعیف بدنه میباشد,3
ماه استفاده مشکلی ندیدم حافظه داخلی رم مشکلی درست نکرد کلام قیمت,1
سلام دوستان سالی هست گوشی دارم بگم فوقالعاده اون مشکل باتری داشتم الان دیگه عمر باتریش تموم تعویض بشه اگه گوشی کمه حتما پیشنهاد میکنم گوشی اگه گوشی هست بگم اصلا انتخاب مناسبی نقاط قوت گوشی روشن بودنش صورت آخر بگم زیبایی خاصی داره آیفون اشتباه,1
راضی ازش خدا ازش راضی باشه,1
گوشی دوتا خریدم سال براشون دیجیکالا گوشی خریدم هستن,1
دارمش واقعا عالیه بازی گیگ راحتی باتریش ضعیفه صدای کیفیتی نداره یکم داره بقیه خوبه,1
داشتم ازش کار واقعا بازی اجرای نرمافزارهای سنگین فوقالعاده نمیاره,1
بنظرم خوبیه ماهه گرفتمش باطریش توی باشید ساعت خالی میشه حالت عادی ساعت اینترنت روز ساعت جواب میده کار باشید روز نتیجه ساعت کار فیلم دیدن خوبه اصلا نمیاره حالت بزرگتر باشه گیر میکنه شیکه فیلم دیدن فریم پایین حس میده برنامه داره میتونید صوتی دنبال قابلیت هاش میتونید صدا شماره ایکس بگیره دنبال کیفیت صفحه نمایش هستید سامسونگ سر تره بسته گوشی انتظاری دارید میتونید انتخاب,1
یه داغ میکنه دست عملا یه تومن پول ریختم خریدم,2
سلام گوشیهای خریدم الجی سیستم الان دارم واقعا دوست دارم نو شرکت کاری میکنه برندها همون کار انجام میدن گوشی خوش ساخت خوش اون دست گوشیها متوجه میشید دوربین گوشی عالیه جوری دوربینهای دیگه یه استفاده میرسه دوربین زیبایی عکس بازم لنز کاربردیه خرید گوشی شک نکنید,1
سلام دوستان گوشی آیفون الجی الجی مقایسه میکنم گوشیها دارم قدرت پردازنده رم داخلی گوشیهای الجی کاغذ بالاتر آیفون هست آیفون بازیها نکته بعدی پلاس معرفی کیفیت دوربین شدت دوربین پایین تره گوشی گرفتم حافظه داخلی یه گیگ یه گزینه روشن ساعتها کیفیت صدا موزیک گوش بدید صفحه نمایشش قاب میکنه نکته مثبت دیگه کاهش قیمت گوشی توسط الجی هست میکنم الان یکسال عرضه گوشی میارزه قاب بخرید میتونید استفاده ضد خش صفحه نمایش حتما,1
قیمت گوشی راضی میگم بقیه عادی هستن افتادن برنامه قبلی برنامه داره کار گوشی نداره بالاخره مشکل بقیه زود خالی میشه مجبور شدم دونه روز سفارش بدم عنوان باشم زود شارژ نمیشه سریع شارژ میشه ساعت فول میشه بستگی سیم شارژ سری شارژر برق خونگی داره,1
همون هفته دیجیکالا موجود گرفتم واقعا عالیه حتما پیشنهاد میکنم ارزش داره مخصوصا,1
گوشی طراحی فوقالعاده نداره صورت ارتفاع السیدی ضربه بشه ارتفاع کوچکترین مشکل میتونید دارید گوشی برید خیال راحت ایجاد کوچکترین مشکلی,1
سال میشد دیگه روشن نشد خوشبختانه دیجیکالا خریده بودم همراه گارانتی یکماه گارانتی مراجعه عرض برد گوشی عوض عملکرد دوربین راضی بودم سرعت گوشی هاش,1
دارمش لذت,1
واقعا گوشی دیوار نشد دیگه کف دوام,1
پول گوشی میباشد برنامهها بازیهای متوسط,1
سال دیجیکالا مادرم خریدم وقت قطع الانم بردم تعمیر اگه خراب شه دیگه نمیشه کردیم درست نشد اون زمان گوشی الان بدن نخرید,3
گوشی بدی الان گوشی قصد گوشی هوشمند گوشی موجود گوشی هوشمند گوشی گوشیهای هوشمند,1
سلام دوستان واسه گوشی قرار نسخه اندروید بشه گوشی خریدم گوشی فوقالعاده هست عادت دارید گوشی عکس بگیرید بخوره توی جالب بنظرم رنج قیمت حاضر انتخاب باشه,1
سال خریدم اون مدلهای مختلف گرفتم واقعا گوشی دیگه گوشی هست قیمت مشکلی توش ندیدم دم دیجیکالا گرم,1
خریدش واقعا راضیم اصلا,1
گوشی دیجیکالا خریدم حافظه دیجیکالا دیگه ازش راضیم خریدش اصلا شک نکنید,1
گوشی دیجیکالا ماه گوشی مداوم هنگ میشد تاچ گوشی کار افتاد گارانتی عنوان,1
ماه هاردش نشد خاموش روشن خاموش میشد,3
سال داشتم چی راضی نبودم گوشی محکم قوی اذیت قبلی مشکلی مدام اصلا گفتن هاردش مشکل کلا ارزش تعمیر نداره,2
قیمتش میارزه,1
فوقالعاده گوشی کیفیت هستش میکروفون اسپیکر کیفیت نمایش پایین باطری زود خالی میشه کنده,3
یکسال دارم راضیم الان بازار نیس,1
دوستانی انتقال گوشی نصب نرمافزار مشکلات خواهد داخل اینترنت توضیح انتقال بازیهای سنگین مناسبه بازم مشکلی سر میزنم تشکر,1
راضی بودم,1
گوشی ظریف هست اصلا راضی نیستم,3
شدت دیجیکالا راضیم گوشی گیگ فلش گوشی سفارش بودم دریافت هزینه میکنید امکانات کیفیتش عالیه مرسی دیجیکالا عزیز فروش خارجی میکنه خدمات ارسال کیفیت حرف نداره,1
تاچ ضعیفه حدی یه تقریبا باهاش سریع کیفیت صفحه پایینه نصف قیمت یه گرفتم راضی,2
سال گوشی داشتم ازش کار مدل کاری عملا ساعت کار میکرد خراب اونم بخاطر خودم استفاده مشکل وگرنه کار میکرد هنگ نکرد توی اجرای برنامه سرعت فوقالعاده برنامه نصب توی برنامه ریختم هنگ نکرد گوشی توی داشتم مشکل حافظه داخلی مرور یکم اذیت میکنه حجم بازیها سریع داره میره مرور دیگه مقدار حافظه داخلی گاهی مجبور حافظه داخلی شو صد فضای باقی مونده سرعتش ذره پایین نیومد یه مشکل دیگه دوربین ضعیفه کیفیت پایینی داره خب موقعی گوشی تازه توی بازار اومده گرفتن اینقدر مد دوربین خوبه ضعف دوربین جبران میکرد مهمترین توی خرید گوشی اهمیت سختافزار کیفیت ساخت قصد داشتم تری بخرم اگه اشتباه نکنم همون زمان بازار تری نداشت پیشنهاد واقعا پیشنهاد,1
سال گوشی داره گوشی سونی میگیرم سر صدا جنس عرضه میکنه,1
برنامه سونی خودتون پلی دانلود,1
اصلا برندی قیاس کوچکترین ساخت بدنه رعایت نهایت کیفیت داره قدرت ایراد کار میکنه جالبه دوربین داره دوربین برند عکس میگیره خودم خاطر مشکلات اپل ایران واقعی ساپورت روز اندروید بودم الان شدم حتما یه گوشی اپل میگیرم,1
تبلت نمونه,1
دوستان محصول اپل قبلا اندروید گوشیهای سامسونگ ویندوز سرفیس سر کار داشتم استفاده محصول واقعا زده شدم نرمافزارها روان کار میکنند عملکرد سختافزاری صفحه نمایش کیفیت فوقالعاده نرمافزارهای استفاده هست خریداری ترکیب محصول قلم اپل حالت استفاده وسیله میباشد بنده عکاسی استفاده میکنم کاربردی مقایسه رقیب قابلیتهای فاصله سامسونگ شکست میدهد تبلت نمیشود خلاصه مطلب خرید محصول قیمتش صد پیشنهاد میکنم پایینتر قیمت کمتر هست,1
سال دارمش استفاده روزانه دارم یکبار یکبار ایرادی نداشته روز نو باطری صفحه دوربین سرعت چیزش سالم واقعا محصولات اپل,1
دوستانی وقت لپ تاپ نکته توجه اپل مایکروسافت سال خودم عنوان محصولات خرید محصول پیشنهاد میکنم,1
اولش میخواهید خورد کنه بعدش میشه,1
عرض سلام خدمت دوستان عزیز قوت باقی مونده حافظه اون هستش بسته کارایی فر میشه نسخه کارم میندازه گیگ حدودا گیگ اختیار کاربر هستش گذشت یکسال حافظه استفاده کمتر شارژ گوشی خودم رفتم یه خریدم اینترنت قرار میده حافظه رم میخوره میتونین حافظه اینترنت متصل شدم دیگه حافظه اضافه راحتی,1
خرید نداره سرعتش خوبه باطری فوقالعاده داره میده پیشنهاد,1
باسلام خدمت دوستان تبلت هفته خریدم ازش راضی هستم آپدیت اندروید براش اومده بنظر سرعتش مجموع عالیه,1
اگه دنبال هستید تب بهتون پیشنهاد میکنم سختافزار قدرتمندی داره صفحه نمایشش عالیه وزنش ظاهرش زیباست توجه قیمت تب تب قلم دیگه بهتون نمیده خرید تب مقرون صرفه تره دارمش راضیم اگه بخرید تب خریداری موجوده بازار,1
سلام صفحه نمایش لپ تاپ هاست شک,1
ماهه تبلت دیجیکالا خریدم دستم مشکل شارژر تعویض الان ماه شارژ خراب نشه بازم همون اصلا سامسونگ همچین طراحی بدی شارژر الانم یه سری لکه داره صفحه نمایش خودشو نشون میده احتمالا قبلا متوجه نشده بودم میره وقت دیگه گارانتی همون فک نکنم باشه خریدم فک نمیکردم کیفیت ساخت پایینتر اون باشه میخواید پول بدین واسه بهتره یکم خرج سرفیس بخرید,3
دستگاه وقت بررسی دستگاههای رده خریداری دقت سبکی استفاده تبلت میکنه کدوم میشه عملا اصل دستگاه مشخصات فنی استفاده ده سال هست لپ تاپ ویندوز اورجینال دارم تبلت عملکرد لپتاپ تبلت کنه محصول دیدم محصول محصولات دیگه ایسر مقایسه مشخصات کارایی قیمت خودشون سخت میکنه اون تبلت اندروید دقت ویندوز اندروید هست کاراییش مقایسه میتونید تبلت اندروید باشید عکس اون قابلیت گوشی همراه تبلت سیم کارت میتونید چشم هزینه کاهش کنه گوشیهای هوشمند هست کار نیازی ندیدم صفحه کلید قلم محصول صفحه کلید مزیت خودم نیازی صفحه کلید نداشتم اصل محصول پول میدید صورت میتونید تبلت میخواد صفحه سبکی قابلیت حمل اون استفاده کنه کیبورد سوال میبره پیشنهاد میکنم اون کاربران هستید کیبورد استفاده میکنند محصولی میخوان عنوان لپتاپ وزن سبک استفاده کنن بهتره مدلهای بالاتر اون همراه کیبورد کنن اینجوری دلیل همراه هزینه کاهش میکنه نگرانی ست ندارید قلم حتما حتما قلم خواهد اون کاربری واقعی تبلت مد شرکت سازنده میکنه نکته بعدی حافظه داخلی محصول هست کمتر نکنید حافظه واقعی کمتر خواهد نصب حتما بکنید پیشنهاد میکنم عملا حافظه دستگاه باقی دستگاهی حافظه ممکنه مدل پول بدید حافظه نداره نمیتونید داخلش بریزید نصب مدتی میشه وسیله نخواهد حاضر مدلهای دیگه مایکروسافت حافظه داخلی فروش میرسه ویندوز هست هزینه ویندوز ویندوز میتونید تاریخ ویندوز محصول رایگان ویندوز ارتقا بدید خرید محصول تبلت گیگ ویندوز خواهید بسته قیمت نخواهد دقت تاریخ ارتقا ویندوز پولی خواهد کلید ویندوز خریداری ویندوز تاچ امکاناتش ویندوز هست حالت دیگه راحتی کاربری افزایش میده قبلی ویندوز ارتقا قصد استفاده دارید ارتقا ویندوز حتما ویندوز نصب سیستم ارتقا بدن موجود سوال نام بشید موارد فعال باشید فرقی نداره هست حین دانلود نصب ویندوز صفحه خاموش حالت قرار بدید استفاده دانلود ویندوز نصب میشه اون بدید ویندوز لذت ببرید پیشنهاد ویندوز عوض نکنید ارتقا کار نداره ویندوز هست لازمه بگم اشتباه هست معرفی ویندوز سرفیس معرفی ویندوز ارتقا شدت پیشنهاد میکنم توجه ویندوز اصلی خودتون داخل بازار عوض نکنید ارتقا توسط ویندوز هست نصب ویندوز میگن ویندوز تبلت نصب نکنید ویندوز روز ویندوز روز مشکلی بگم ویندوز نور صفحه مصرف باتری تاثیر داره ویندوز ارتقا میشه نظرم امکاناتش میارزه صدای داره کیفیت صفحه نمایش مهمه شماست اون نگاه دستگاه خوبه سختافزار دستگاه کارهای روزمره قبوله باتری داره نرمافزارها ویندوز تست پایین سرعت اینترنت عملکرد دستگاه تاثیر خواهد مصرف باتریش نصبت هست صفحه نمایش دستگاه ارائه دارید داخل جعبه تبلت شارژر هست دیجیکالا تبلت قیمت همراه گارانتی عرضه میشه نظرم برندهای دیگه شرکت سازنده نمایندگی داره گارانتی تبلت یکسال گارانتی جهانی مایکروسافت داره همون توسط شرکت داخل ایران خرید سایت مایکروسافت چک نشده باشه یکسال گارانتی نشون بده دستگاه همون اندازی کشور سازنده قرار بدید زبان میتونه باشه هست بگم ارزش خرید کارایی قیمت کاربری انتخاب محصولات مد دارم محصول هارو میکنه حتما خرید ویندوز فلش فلش استفاده دیگه بکنید قابلیت بوت داره اون روز بذارید باشید,1
کارای دانشجویی سبک گرفتم کیفیت ساخت داره اندازه کاملاً استفاده شارژ باتری صد ساعت میکشه بعدش استفاده براحتی ساعت میره خوبه کاور تایپ استفاده میکنم راحته اگه قلم باهاش میشد اگه استفاده وبگردی آفیس فیلم میخواید انتخاب سرفیس هاست نسخه کمتر مشکل حافظه میشین تشکر دیجیکالا بخاطر تحویل نقص,1
باتری دستگاه واقعا عالیه باهاش طراحی بعدی میکنم معمولا صبح شب باتری تازه میشه درصد حالت درصد واقعا تایید میکنه میتونه کنه ورودی هاش کمه اصلا ادم اذیت نمیکنه سخت موضوع کیبرد قلم موس بلوتوث وصل میشه صفحه یه هارد وصل میکنین یه فلش اگه دارید یه کوچیک میکنه خلاصه بابت نگران نباشید واقعی اصلا موضوع جدا اگه میتونین هزینه خودم شه ماه تحقیق واقعا سخت سختافزار میگیرم بازم خودتون بستگی داره کسایی میگم دنبال تبلت هستن,1
سلام دارم دیجیکالا خریدم سبکی قلم خریدم کارم اومد اون قیمت الان یه لب تاب خریدم کارای سنگین اون انجام بدم همونطور کارت گرافیک مجزا نداره مطمئن بازی سنگین نمیتونید انجام بدید اصلا ارزش خرید نداره قیمتش,3
سلام دارین بوک اشتباه گرفتن اپل عملکرد فوقالعاده سرویس برنامههای شرکت ویندوز سرفیس شک میده بازی بازی کنین دوستان کلام کاری گذاشتن میتونم بگم اپل الان سرفیس مارک میشه سرفیس بودم شک نکنین انتخاب کنین,1
سلام بنده وجه خرید محصولات سختافزاری پیشنهاد مدتی عجیب میکنن جمله صدا دستگاه موقع تاچ پرش تصویر بنده نهایت دستگاه هزینه زمان ایراد نداشته توقع دستگاهی چندان کاربردی نداشته باشید قابلیتهای تبلت روان توانایی لپ تاپ نکات مثبت اون صفحه نمایش ظاهر خیره میباشد,2
مجموع نظرات اهمیت گرفتم میتونم راهنمایی مک بوک بودم نهایت اینو انتخاب دستم متوجه شدم واقعا واسه یه مک بوک کارایی میتونه باشه شارژش یه لب تاب قیاس اون روزی دستم واقعا اندازه ساعت شارژ میده بهتون اگه استفاده هنگ اینا مشکلی متوجه شدم دکمه تبلت کار نمیکنه سریع روزه بدن شرایط چی بشه ممنون دیجیکالا سریع دردسر عوض کنن هزینه نداشته باشه قیمتش زمانی خریدم,1
تبلت روز استفاده روشن نشد توصیه امتحان روشن نشد,2
گذشت هفته خرید راضی هستم سرفیس لپ تاپ تبلت همراه همراه لپ تاپ همراه لپ تاپ تبلت توصیه خرید تبلت لپ تاپ سرفیس استفاده سرفیس کار طراحی سنگین پردازش سنگین طولانی لپ تاپ بازی فیلم دیدن استفاده امیدوارم سرفیس استفاده لذت ببرید,1
ماهی هست گرفتم کلام میگم انتخاب بوک هست اجرای نرمافزارها راحتی نرمافزارهای مهندسی میکنید نوشتن شبکههای استفاده میکنم فوقالعاده عملکردش باهاش کارهای سنگین میکنم لپ تاپهای اون ویندوز نظرم یه نقطه قوتش واسه کشور اینترنت گویا مشکل راحت حجم هستن اگه میتونین کنین توصیه نمیکنم واقعا بدرد هستن اپل مایکروسافت ویندوز مک معمولا محصولات ضعیف لپ ضعیف ویندوز نرمافزارهای استفاده کردیم دید منفی ویندوز کردیم میکنیم مک مقابل ویندوز صورتی نبوده محصول ویندوز تجربه فوقالعاده هنگ لگ خواهید ویندوز ویندوز نیازی عملا ویندوز نمیگیره اگه قصد قیاس مک ویندوز دارین دستگاه یه رنج قیمت هستن مقایسه کنین قطعا مک شکست میخوره امکانات خلاصه اگه مک قیاس کنین موارد بگیرین کنین دستگاهی قیاس کنین رنج قیمتی باشه خوبه حس داره مینویسم برنامه حس میده داغ نمیشه واسه موقع وب گردی اگه واسه نصب کنین یه نقطه ضعف نقاط ضعف لیست واسه یو تایپ نتیجه شارژ یو تایپ کارهای گرافیکی سنگین اگه هستین بعدی کارهای سنگین گرافیکی میکنین برید سراغ گزینههای دیگه,1
تقریبا مایکروسافت نمیشه انتظار زمانی اینه خریدم مک بوک بگیرم دادم شخصا توصیه میکنم دنبال لپ تاپ شکل هستید میخواهید هزینه سراغ لپ تاپهای اپل ترجیح دادم اینو آیفون لپ تاپ معمولی بگیرم زمانی توانایی خرید مک بوک,2
لوازم جانبی مدل همون خاموش فرستادم گارانتی,3
واقعاً اگه دنبال تبلت ویندوز هستین قابلیت سیم کارت داره انتخاب خوبیه استفاده راضیم ممنون,1
ماه هست دیجیکالا خریدم هست,1
ماه صفحه نمایشش کلا کار افتاد فشار ضربه امیدوارم گارانتی عوضش کنه,1
تاچ صفحه نمایش دستگاه کار افتاده قلم کار میکنه ظاهرا شرکت میکنه اینه شرکت گذشت سال تاریخ تولید دستگاه حاضر رایگان جواب بده درضمن پرش تصویر بخصوص وبگردی میشه انقدر پول بابت دستگاه پرداخت,2
کیف کاور نمیشه راحتتر میشه گارانتی بد بدی داره,3
خریدش شک فوقالعاده,1
ماه خرید تبلت اطراف صفحه نمایش رنگ ایجاد مراجعه نمایندگی گارانتی فشار السیدی گارانتی تبلت دست فشار ضربه فشار دست گرفتن صفحه نمایش آسیب باشه نور رنگ اطراف صفحه ایجاد ایجاد مشکل راضی بودم تبلت,3
سلام دوستان محصول خریدم اگه کارهای سبک استفاده کارهای دانشجویی عالیه کمه اصلا نمیشه برنامه سنگین نصب,1
بگم مشکل حافظه داخلی نرمافزارها میتونید نصب اون نصب روز درایو بکنید بشه,1
تبلت داشتم خواستم بگم تفاوت اینه تبلت گوشی بزرگه تبلت کامپیوتر قیاس دوتا اشتباه ویندوز تبلت هست زمان رایگان ویندوز گذشته دیگه قابلیت نداره حافظه داخلی باشه اگه یه کار دانشجویی کافیه توجه باشید وسایل جانبی سرفیس گرونتر بقیه مارک هاست,1
روشن دیدم تقریبا گیگ داره آپدیت الان گیگ داره آفیس ماه سال اصلا انتخاب,2
تبلت دیجیکالا زمان تخفیف خرید تبلت قدرتمند هست قاب قسمت فلزی خط ریز تبلت هستم تبلت تحویل,3
ویژگی تبلت اطلاعات مایکروسافت موقع مایکروسافت کمک میکنه برنامههای تنظیم اپدیت قلم فوقالعاده نوشتن طراحی کیبورد سبک صورت ضربه گیر عمل میکنه شارژ داره ایراد داغ نداشتن زبان فارسی حالت دست خط,1
تبلت نسبتا خوبیه کیفیت تصویر داره شیک زیباست سرعتش عالیه وصل اچدی اینترنت حافظه کمه,3
واقعا دیجیکالا محصول طراحی عالیه قلم میشه عنوان پاک کن استفاده تبلت کارم میشه ساعت میز کامپیوتر مناسبه راحت میتونم وضعیت بدم میتونید کابل وصل صفحه تبلت توی تلویزیون نگاه قلم نمیدونم ماه دیگه کارایی نداشت مجبور شدم بخرم ضمنا باتری هست دیجیکالا دارم محصول موجود باشه وقت توانایی متوسط بالایی پیشنهاد میکنم ارزش داره,1
جانبی همراه تبلت باشه بهتره جمله کاور فارسی کیبورد,1
لپتاپ کاربردیه,1
